,drug,CYP_l,CYP1A2_l,CYP3A4_l,CYP2C8_l,CYP2C9_l,cytochrome,CYP1A2,CYP3A4,CYP2C8,CYP2C9,year,count_pubmed,count_name,CYP1A2_norm_cyt,CYP1A2_norm_name,CYP1A2_norm_pubmed,CYP3A4_norm_cyt,CYP3A4_norm_name,CYP3A4_norm_pubmed,CYP2C8_norm_cyt,CYP2C8_norm_name,CYP2C8_norm_pubmed,CYP2C9_norm_cyt,CYP2C9_norm_name,CYP2C9_norm_pubmed,pubmed_count_full
469,ILOPERIDONE,2.0,0.0,1.0,0.0,0.0,451.0,278.0,406.0,89.0,204.0,1993.0,209.0,4760.0,0.6164079822616408,0.058403361344537816,1.3301435406698565,0.9002217294900222,0.08529411764705883,1.9425837320574162,0.1973392461197339,0.018697478991596638,0.4258373205741627,0.4523281596452328,0.04285714285714286,0.9760765550239234,4760.0
470,MILNACIPRAN,0.0,0.0,0.0,0.0,0.0,616.0,306.0,500.0,102.0,251.0,1985.0,680.0,12000.0,0.4967532467532468,0.0255,0.45,0.8116883116883117,0.041666666666666664,0.7352941176470589,0.16558441558441558,0.0085,0.15,0.4074675324675325,0.020916666666666667,0.36911764705882355,12000.0
471,DRONEDARONE,1.0,0.0,0.0,0.0,0.0,1130.0,315.0,1140.0,201.0,434.0,1995.0,550.0,15200.0,0.27876106194690264,0.020723684210526314,0.5727272727272728,1.008849557522124,0.075,2.0727272727272728,0.17787610619469027,0.013223684210526316,0.3654545454545455,0.384070796460177,0.028552631578947368,0.7890909090909091,15200.0
472,SAXAGLIPTIN ANHYDROUS,4.0,1.0,0.0,0.0,0.0,59.0,8.0,39.0,8.0,7.0,0.0,0.0,407.0,0.13559322033898305,0.019656019656019656,inf,0.6610169491525424,0.09582309582309582,inf,0.13559322033898305,0.019656019656019656,inf,0.11864406779661017,0.0171990171990172,inf,407.0
473,TOLVAPTAN,1.0,0.0,1.0,0.0,0.0,429.0,98.0,359.0,82.0,120.0,1993.0,1018.0,14500.0,0.22843822843822845,0.006758620689655172,0.0962671905697446,0.8368298368298368,0.024758620689655172,0.3526522593320236,0.19114219114219114,0.005655172413793103,0.08055009823182711,0.27972027972027974,0.008275862068965517,0.11787819253438114,14500.0
474,PITAVASTATIN,2.0,0.0,0.0,0.0,1.0,5230.0,438.0,3620.0,717.0,2360.0,1997.0,969.0,19600.0,0.08374760994263862,0.022346938775510205,0.4520123839009288,0.6921606118546845,0.1846938775510204,3.7358101135190918,0.13709369024856596,0.036581632653061226,0.739938080495356,0.45124282982791586,0.12040816326530612,2.435500515995872,19600.0
475,CAPSAICIN,2.0,0.0,0.0,0.0,1.0,11900.0,2500.0,4840.0,980.0,4170.0,1967.0,14789.0,110000.0,0.21008403361344538,0.022727272727272728,0.1690445601460545,0.40672268907563025,0.044,0.3272702684427615,0.08235294117647059,0.00890909090909091,0.06626546757725336,0.35042016806722687,0.037909090909090906,0.2819663263236189,110000.0
476,BESIFLOXACIN,0.0,0.0,0.0,0.0,0.0,42.0,5.0,25.0,2.0,5.0,2006.0,101.0,1390.0,0.11904761904761904,0.0035971223021582736,0.04950495049504951,0.5952380952380952,0.017985611510791366,0.24752475247524752,0.047619047619047616,0.0014388489208633094,0.019801980198019802,0.11904761904761904,0.0035971223021582736,0.04950495049504951,1390.0
477,TELAVANCIN,0.0,0.0,0.0,0.0,0.0,919.0,45.0,166.0,18.0,58.0,2004.0,401.0,8650.0,0.04896626768226333,0.005202312138728324,0.11221945137157108,0.18063112078346028,0.019190751445086706,0.4139650872817955,0.01958650707290533,0.0020809248554913293,0.04488778054862843,0.06311207834602829,0.0067052023121387284,0.14463840399002495,8650.0
478,FESOTERODINE,0.0,0.0,0.0,0.0,0.0,223.0,70.0,214.0,30.0,81.0,2002.0,261.0,3840.0,0.31390134529147984,0.018229166666666668,0.2681992337164751,0.9596412556053812,0.05572916666666667,0.8199233716475096,0.13452914798206278,0.0078125,0.11494252873563218,0.3632286995515695,0.02109375,0.3103448275862069,3840.0
479,METHYLNALTREXONE,0.0,0.0,0.0,0.0,0.0,223.0,58.0,189.0,24.0,62.0,1981.0,391.0,4780.0,0.2600896860986547,0.012133891213389121,0.1483375959079284,0.8475336322869955,0.0395397489539749,0.4833759590792839,0.10762331838565023,0.00502092050209205,0.061381074168797956,0.27802690582959644,0.01297071129707113,0.1585677749360614,4780.0
480,BENDAMUSTINE,1.0,1.0,0.0,0.0,0.0,618.0,109.0,371.0,69.0,102.0,1980.0,1203.0,19900.0,0.17637540453074432,0.005477386934673367,0.09060681629260182,0.6003236245954693,0.01864321608040201,0.3083956774729842,0.11165048543689321,0.0034673366834170856,0.057356608478802994,0.1650485436893204,0.0051256281407035175,0.08478802992518704,19900.0
481,DEGARELIX,0.0,0.0,0.0,0.0,0.0,210.0,36.0,125.0,30.0,41.0,2001.0,240.0,4240.0,0.17142857142857143,0.008490566037735849,0.15,0.5952380952380952,0.0294811320754717,0.5208333333333334,0.14285714285714285,0.007075471698113208,0.125,0.19523809523809524,0.009669811320754717,0.17083333333333334,4240.0
482,TAPENTADOL,3.0,0.0,0.0,0.0,1.0,325.0,118.0,287.0,42.0,117.0,2000.0,545.0,8270.0,0.3630769230769231,0.01426844014510278,0.21651376146788992,0.8830769230769231,0.034703748488512695,0.5266055045871559,0.12923076923076923,0.005078597339782346,0.07706422018348624,0.36,0.01414752116082225,0.21467889908256882,8270.0
483,ESZOPICLONE,1.0,0.0,1.0,0.0,0.0,339.0,149.0,300.0,34.0,116.0,2003.0,266.0,7520.0,0.43952802359882004,0.019813829787234043,0.5601503759398496,0.8849557522123894,0.0398936170212766,1.1278195488721805,0.10029498525073746,0.0045212765957446804,0.12781954887218044,0.3421828908554572,0.015425531914893617,0.43609022556390975,7520.0
484,ACAMPROSATE,0.0,0.0,0.0,0.0,0.0,410.0,94.0,208.0,28.0,65.0,1984.0,813.0,13700.0,0.22926829268292684,0.006861313868613139,0.11562115621156212,0.5073170731707317,0.015182481751824817,0.25584255842558423,0.06829268292682927,0.0020437956204379564,0.03444034440344403,0.15853658536585366,0.004744525547445255,0.07995079950799508,13700.0
485,PEMETREXED,0.0,0.0,0.0,0.0,0.0,1600.0,225.0,824.0,163.0,213.0,1992.0,3429.0,68600.0,0.140625,0.0032798833819241984,0.06561679790026247,0.515,0.012011661807580174,0.24030329542140566,0.101875,0.0023760932944606413,0.04753572470107903,0.133125,0.003104956268221574,0.0621172353455818,68600.0
486,TIOTROPIUM,2.0,0.0,1.0,0.0,0.0,554.0,97.0,329.0,55.0,103.0,1993.0,1588.0,25700.0,0.17509025270758122,0.00377431906614786,0.06108312342569269,0.5938628158844765,0.012801556420233463,0.20717884130982367,0.09927797833935018,0.0021400778210116734,0.034634760705289674,0.18592057761732853,0.0040077821011673155,0.06486146095717885,25700.0
487,CINACALCET,2.0,1.0,1.0,0.0,0.0,467.0,143.0,318.0,74.0,144.0,1993.0,1280.0,16300.0,0.30620985010706636,0.008773006134969326,0.11171875,0.6809421841541756,0.01950920245398773,0.2484375,0.15845824411134904,0.004539877300613497,0.0578125,0.3083511777301927,0.008834355828220859,0.1125,16300.0
488,DARIFENACIN,2.0,0.0,1.0,0.0,0.0,332.0,106.0,322.0,61.0,113.0,1996.0,348.0,4530.0,0.3192771084337349,0.023399558498896248,0.3045977011494253,0.9698795180722891,0.07108167770419425,0.9252873563218391,0.18373493975903615,0.013465783664459162,0.1752873563218391,0.34036144578313254,0.024944812362030905,0.32471264367816094,4530.0
489,PREGABALIN,0.0,0.0,0.0,0.0,0.0,1650.0,515.0,1240.0,207.0,543.0,1993.0,3533.0,62900.0,0.31212121212121213,0.008187599364069952,0.14576846872346447,0.7515151515151515,0.01971383147853736,0.35097650721766205,0.12545454545454546,0.0032909379968203496,0.05859043305972261,0.3290909090909091,0.00863275039745628,0.15369374469289557,62900.0
490,GLUTAMINE,0.0,0.0,0.0,0.0,0.0,82800.0,3520.0,5620.0,1100.0,2410.0,1945.0,41679.0,1680000.0,0.04251207729468599,0.0020952380952380953,0.0844550013196094,0.0678743961352657,0.003345238095238095,0.1348400873341491,0.013285024154589372,0.0006547619047619047,0.026392187912377935,0.029106280193236717,0.0014345238095238096,0.05782288442620984,1680000.0
491,ILOPROST,0.0,0.0,0.0,0.0,0.0,1120.0,72.0,443.0,81.0,199.0,1981.0,2616.0,32400.0,0.06428571428571428,0.0022222222222222222,0.027522935779816515,0.39553571428571427,0.013672839506172839,0.16934250764525993,0.07232142857142858,0.0025,0.03096330275229358,0.17767857142857144,0.006141975308641976,0.07607033639143732,32400.0
492,AZACITIDINE,0.0,0.0,0.0,0.0,0.0,870.0,205.0,703.0,88.0,185.0,1972.0,6884.0,24900.0,0.23563218390804597,0.00823293172690763,0.02977919814061592,0.8080459770114943,0.02823293172690763,0.10212085996513655,0.10114942528735632,0.003534136546184739,0.012783265543288786,0.21264367816091953,0.007429718875502008,0.026873910517141195,24900.0
493,CLOFARABINE,0.0,0.0,0.0,0.0,0.0,521.0,65.0,198.0,52.0,71.0,1991.0,521.0,8250.0,0.12476007677543186,0.00787878787878788,0.12476007677543186,0.3800383877159309,0.024,0.3800383877159309,0.09980806142034548,0.006303030303030303,0.09980806142034548,0.1362763915547025,0.008606060606060607,0.1362763915547025,8250.0
494,DULOXETINE,2.0,1.0,0.0,0.0,0.0,4160.0,2140.0,3650.0,1290.0,2560.0,1988.0,2540.0,49700.0,0.5144230769230769,0.043058350100603625,0.84251968503937,0.8774038461538461,0.07344064386317907,1.437007874015748,0.31009615384615385,0.02595573440643863,0.5078740157480315,0.6153846153846154,0.05150905432595573,1.0078740157480315,49700.0
495,SOLIFENACIN,6.0,0.0,1.0,1.0,0.0,1010.0,792.0,999.0,53.0,794.0,2000.0,697.0,8020.0,0.7841584158415842,0.09875311720698254,1.1362984218077474,0.9891089108910891,0.1245635910224439,1.4332855093256816,0.05247524752475247,0.006608478802992519,0.07604017216642754,0.7861386138613862,0.09900249376558604,1.139167862266858,8020.0
496,RIFAXIMIN,0.0,0.0,0.0,0.0,0.0,541.0,93.0,349.0,52.0,104.0,1983.0,1231.0,14500.0,0.17190388170055454,0.006413793103448276,0.07554833468724614,0.6451016635859519,0.02406896551724138,0.2835093419983753,0.09611829944547134,0.003586206896551724,0.04224207961007311,0.1922365988909427,0.007172413793103448,0.08448415922014622,14500.0
497,TINIDAZOLE,2.0,0.0,1.0,0.0,0.0,1210.0,791.0,934.0,40.0,798.0,1972.0,1173.0,22200.0,0.6537190082644628,0.03563063063063063,0.6743393009377664,0.771900826446281,0.04207207207207207,0.7962489343563512,0.03305785123966942,0.0018018018018018018,0.03410059676044331,0.6595041322314049,0.03594594594594595,0.680306905370844,22200.0
498,ALFUZOSIN,2.0,1.0,1.0,0.0,0.0,939.0,129.0,347.0,91.0,153.0,1985.0,547.0,10400.0,0.13738019169329074,0.012403846153846154,0.23583180987202926,0.369542066027689,0.033365384615384616,0.6343692870201096,0.09691160809371673,0.00875,0.1663619744058501,0.16293929712460065,0.014711538461538462,0.2797074954296161,10400.0
499,MEMANTINE,0.0,0.0,0.0,0.0,0.0,3630.0,376.0,983.0,154.0,333.0,1975.0,3642.0,60600.0,0.10358126721763085,0.006204620462046204,0.10323997803404723,0.2707988980716253,0.01622112211221122,0.2699066447007139,0.04242424242424243,0.002541254125412541,0.04228445908841296,0.09173553719008265,0.005495049504950495,0.0914332784184514,60600.0
500,EPINASTINE,3.0,0.0,1.0,0.0,0.0,113.0,28.0,81.0,14.0,26.0,1987.0,200.0,2790.0,0.24778761061946902,0.01003584229390681,0.14,0.7168141592920354,0.02903225806451613,0.405,0.12389380530973451,0.005017921146953405,0.07,0.23008849557522124,0.00931899641577061,0.13,2790.0
501,IBANDRONIC ACID,0.0,0.0,0.0,0.0,0.0,2470.0,87.0,1710.0,82.0,1420.0,1991.0,660.0,1770.0,0.035222672064777326,0.04915254237288136,0.1318181818181818,0.6923076923076923,0.9661016949152542,2.590909090909091,0.03319838056680162,0.04632768361581921,0.12424242424242424,0.5748987854251012,0.8022598870056498,2.1515151515151514,1770.0
502,TADALAFIL,1.0,0.0,1.0,0.0,0.0,2250.0,349.0,1670.0,817.0,1240.0,2001.0,2092.0,35200.0,0.15511111111111112,0.009914772727272727,0.16682600382409177,0.7422222222222222,0.047443181818181815,0.7982791586998088,0.3631111111111111,0.02321022727272727,0.39053537284894835,0.5511111111111111,0.035227272727272725,0.5927342256214149,35200.0
503,ROSUVASTATIN,4.0,0.0,1.0,0.0,1.0,7250.0,1910.0,6300.0,1970.0,3000.0,2000.0,3589.0,47700.0,0.263448275862069,0.04004192872117401,0.5321816662022848,0.8689655172413793,0.1320754716981132,1.755363611033714,0.2717241379310345,0.04129979035639413,0.5488994148787963,0.41379310344827586,0.06289308176100629,0.8358874338255782,47700.0
504,VARDENAFIL,5.0,0.0,1.0,1.0,1.0,1790.0,270.0,792.0,163.0,1110.0,2000.0,1100.0,14500.0,0.15083798882681565,0.018620689655172412,0.24545454545454545,0.4424581005586592,0.054620689655172416,0.72,0.09106145251396648,0.011241379310344827,0.1481818181818182,0.6201117318435754,0.07655172413793103,1.009090909090909,14500.0
505,MIGLUSTAT,0.0,0.0,0.0,0.0,0.0,338.0,21.0,98.0,14.0,27.0,1990.0,426.0,7240.0,0.0621301775147929,0.0029005524861878454,0.04929577464788732,0.28994082840236685,0.013535911602209945,0.2300469483568075,0.04142011834319527,0.0019337016574585636,0.03286384976525822,0.07988165680473373,0.003729281767955801,0.06338028169014084,7240.0
506,APREPITANT,3.0,1.0,1.0,0.0,0.0,1190.0,463.0,1310.0,270.0,540.0,1998.0,991.0,14800.0,0.38907563025210085,0.03128378378378378,0.467204843592331,1.1008403361344539,0.08851351351351351,1.3218970736629667,0.226890756302521,0.018243243243243244,0.272452068617558,0.453781512605042,0.03648648648648649,0.544904137235116,14800.0
507,ATAZANAVIR,1.0,0.0,1.0,0.0,0.0,4450.0,1210.0,4130.0,870.0,1590.0,2000.0,1663.0,31500.0,0.27191011235955054,0.03841269841269841,0.7276007215874924,0.9280898876404494,0.13111111111111112,2.4834636199639206,0.19550561797752808,0.02761904761904762,0.5231509320505111,0.35730337078651686,0.05047619047619047,0.9561034275405893,31500.0
508,DAPTOMYCIN,0.0,0.0,0.0,0.0,0.0,2130.0,139.0,510.0,65.0,703.0,1986.0,3134.0,40900.0,0.06525821596244132,0.0033985330073349634,0.04435226547543076,0.23943661971830985,0.012469437652811735,0.16273133375877472,0.03051643192488263,0.001589242053789731,0.020740268028079132,0.33004694835680753,0.017188264058679705,0.22431397574984047,40900.0
509,GEMIFLOXACIN,0.0,0.0,0.0,0.0,0.0,1610.0,87.0,1410.0,33.0,731.0,1996.0,470.0,9700.0,0.05403726708074534,0.008969072164948454,0.1851063829787234,0.8757763975155279,0.14536082474226805,3.0,0.020496894409937887,0.003402061855670103,0.07021276595744681,0.4540372670807453,0.07536082474226805,1.5553191489361702,9700.0
510,EMTRICITABINE,0.0,0.0,0.0,0.0,0.0,4590.0,952.0,3780.0,645.0,1210.0,1992.0,2721.0,53500.0,0.2074074074074074,0.017794392523364486,0.3498713708195516,0.8235294117647058,0.07065420560747664,1.3891951488423373,0.14052287581699346,0.01205607476635514,0.237045203969129,0.2636165577342048,0.022616822429906543,0.44468945240720326,53500.0
511,PALONOSETRON,3.0,1.0,1.0,0.0,0.0,389.0,152.0,422.0,39.0,166.0,1993.0,678.0,8360.0,0.390745501285347,0.01818181818181818,0.22418879056047197,1.0848329048843188,0.05047846889952153,0.6224188790560472,0.10025706940874037,0.0046650717703349285,0.05752212389380531,0.4267352185089974,0.01985645933014354,0.2448377581120944,8360.0
512,TEGASEROD,0.0,0.0,0.0,0.0,0.0,223.0,63.0,172.0,21.0,58.0,1997.0,426.0,7810.0,0.2825112107623318,0.008066581306017926,0.14788732394366197,0.7713004484304933,0.022023047375160053,0.40375586854460094,0.09417040358744394,0.0026888604353393084,0.04929577464788732,0.2600896860986547,0.007426376440460947,0.13615023474178403,7810.0
513,FULVESTRANT,1.0,0.0,1.0,0.0,0.0,2530.0,923.0,1590.0,158.0,903.0,1991.0,3154.0,26300.0,0.3648221343873518,0.035095057034220535,0.2926442612555485,0.6284584980237155,0.06045627376425856,0.5041217501585289,0.062450592885375494,0.006007604562737643,0.05009511731135067,0.3569169960474308,0.034334600760456274,0.2863031071655041,26300.0
514,ELETRIPTAN,3.0,0.0,1.0,0.0,0.0,401.0,217.0,372.0,116.0,203.0,1997.0,250.0,5290.0,0.5411471321695761,0.04102079395085066,0.868,0.9276807980049875,0.07032136105860114,1.488,0.2892768079800499,0.021928166351606805,0.464,0.5062344139650873,0.03837429111531191,0.812,5290.0
515,TREPROSTINIL,2.0,0.0,0.0,1.0,1.0,430.0,46.0,257.0,62.0,143.0,2000.0,567.0,9750.0,0.10697674418604651,0.004717948717948718,0.08112874779541446,0.5976744186046512,0.026358974358974357,0.4532627865961199,0.14418604651162792,0.006358974358974359,0.10934744268077601,0.3325581395348837,0.014666666666666666,0.25220458553791886,9750.0
516,ARIPIPRAZOLE,2.0,0.0,1.0,0.0,0.0,2450.0,1150.0,2030.0,397.0,948.0,1995.0,3783.0,61000.0,0.46938775510204084,0.018852459016393444,0.30399154110494314,0.8285714285714286,0.033278688524590164,0.5366111551678562,0.1620408163265306,0.006508196721311476,0.1049431667988369,0.38693877551020406,0.015540983606557377,0.2505947660586836,61000.0
517,EZETIMIBE,0.0,0.0,0.0,0.0,0.0,4020.0,394.0,2230.0,427.0,1370.0,1993.0,3215.0,31600.0,0.09800995024875622,0.012468354430379747,0.12255054432348367,0.554726368159204,0.07056962025316456,0.6936236391912908,0.10621890547263682,0.013512658227848102,0.1328149300155521,0.3407960199004975,0.04335443037974684,0.4261275272161742,31600.0
518,ROMIDEPSIN,5.0,0.0,1.0,0.0,0.0,1040.0,100.0,379.0,64.0,115.0,1994.0,762.0,11900.0,0.09615384615384616,0.008403361344537815,0.13123359580052493,0.3644230769230769,0.03184873949579832,0.4973753280839895,0.06153846153846154,0.005378151260504202,0.08398950131233596,0.11057692307692307,0.009663865546218488,0.15091863517060367,11900.0
519,FLAVOXATE,0.0,0.0,0.0,0.0,0.0,85.0,16.0,47.0,5.0,10.0,1974.0,152.0,2640.0,0.18823529411764706,0.006060606060606061,0.10526315789473684,0.5529411764705883,0.017803030303030303,0.3092105263157895,0.058823529411764705,0.001893939393939394,0.03289473684210526,0.11764705882352941,0.003787878787878788,0.06578947368421052,2640.0
520,FLURAZEPAM,0.0,0.0,0.0,0.0,0.0,845.0,290.0,576.0,88.0,231.0,1975.0,951.0,20900.0,0.3431952662721893,0.013875598086124402,0.3049421661409043,0.6816568047337278,0.02755980861244019,0.6056782334384858,0.10414201183431952,0.004210526315789474,0.09253417455310199,0.2733727810650888,0.011052631578947368,0.24290220820189273,20900.0
521,ESKETAMINE,4.0,0.0,1.0,0.0,1.0,99.0,95.0,290.0,48.0,170.0,2003.0,234.0,2780.0,0.9595959595959596,0.0341726618705036,0.405982905982906,2.9292929292929295,0.10431654676258993,1.2393162393162394,0.48484848484848486,0.017266187050359712,0.20512820512820512,1.7171717171717171,0.06115107913669065,0.7264957264957265,2780.0
522,THIOTHIXENE,1.0,1.0,0.0,0.0,0.0,356.0,166.0,252.0,40.0,91.0,1967.0,239.0,6720.0,0.46629213483146065,0.02470238095238095,0.694560669456067,0.7078651685393258,0.0375,1.0543933054393306,0.11235955056179775,0.005952380952380952,0.16736401673640167,0.2556179775280899,0.013541666666666667,0.3807531380753138,6720.0
523,PROTRIPTYLINE,0.0,0.0,0.0,0.0,0.0,489.0,201.0,352.0,68.0,178.0,1966.0,288.0,9310.0,0.4110429447852761,0.02158968850698174,0.6979166666666666,0.7198364008179959,0.03780880773361976,1.2222222222222223,0.1390593047034765,0.007303974221267454,0.2361111111111111,0.36400817995910023,0.01911922663802363,0.6180555555555556,9310.0
524,ETHACRYNIC ACID,1.0,0.0,0.0,0.0,0.0,2520.0,280.0,686.0,124.0,219.0,1964.0,1630.0,22700.0,0.1111111111111111,0.012334801762114538,0.17177914110429449,0.2722222222222222,0.030220264317180615,0.4208588957055215,0.049206349206349205,0.005462555066079295,0.07607361963190185,0.0869047619047619,0.009647577092511014,0.1343558282208589,22700.0
525,MEFENAMIC ACID,1.0,0.0,0.0,0.0,1.0,2250.0,752.0,851.0,239.0,443.0,1963.0,1333.0,25700.0,0.3342222222222222,0.029260700389105058,0.5641410352588146,0.37822222222222224,0.03311284046692607,0.6384096024006002,0.10622222222222222,0.009299610894941635,0.17929482370592648,0.1968888888888889,0.01723735408560311,0.33233308327081773,25700.0
526,PENTAZOCINE,0.0,0.0,0.0,0.0,0.0,1160.0,260.0,600.0,117.0,258.0,1965.0,1901.0,33900.0,0.22413793103448276,0.007669616519174041,0.1367701209889532,0.5172413793103449,0.017699115044247787,0.3156233561283535,0.10086206896551723,0.0034513274336283187,0.061546554445028934,0.22241379310344828,0.007610619469026548,0.135718043135192,33900.0
527,DROPERIDOL LACTATE,2.0,0.0,1.0,0.0,0.0,163.0,19.0,67.0,8.0,22.0,1976.0,17.0,2360.0,0.1165644171779141,0.008050847457627118,1.1176470588235294,0.4110429447852761,0.028389830508474576,3.9411764705882355,0.049079754601226995,0.003389830508474576,0.47058823529411764,0.13496932515337423,0.009322033898305085,1.2941176470588236,2360.0
528,OXAZEPAM,0.0,0.0,0.0,0.0,0.0,2730.0,1050.0,1890.0,379.0,904.0,1966.0,1418.0,36000.0,0.38461538461538464,0.029166666666666667,0.7404795486600846,0.6923076923076923,0.0525,1.3328631875881523,0.13882783882783883,0.010527777777777778,0.26727785613540195,0.3311355311355311,0.025111111111111112,0.6375176304654443,36000.0
529,DOXAPRAM,2.0,0.0,1.0,0.0,0.0,152.0,22.0,54.0,6.0,18.0,1975.0,376.0,7710.0,0.14473684210526316,0.0028534370946822307,0.05851063829787234,0.35526315789473684,0.007003891050583658,0.14361702127659576,0.039473684210526314,0.0007782101167315176,0.015957446808510637,0.11842105263157894,0.0023346303501945525,0.047872340425531915,7710.0
530,ETHIONAMIDE,0.0,0.0,0.0,0.0,0.0,1140.0,126.0,448.0,58.0,113.0,1966.0,689.0,13600.0,0.11052631578947368,0.00926470588235294,0.18287373004354138,0.3929824561403509,0.03294117647058824,0.6502177068214804,0.05087719298245614,0.004264705882352941,0.0841799709724238,0.09912280701754386,0.008308823529411764,0.16400580551523947,13600.0
531,PRALIDOXIME,0.0,0.0,0.0,0.0,0.0,558.0,53.0,173.0,26.0,38.0,1957.0,987.0,10100.0,0.09498207885304659,0.005247524752475248,0.05369807497467072,0.3100358422939068,0.01712871287128713,0.1752786220871327,0.04659498207885305,0.0025742574257425744,0.02634245187436677,0.06810035842293907,0.0037623762376237622,0.03850050658561297,10100.0
532,TRIAMTERENE,1.0,1.0,0.0,0.0,0.0,805.0,230.0,498.0,109.0,241.0,1964.0,788.0,19100.0,0.2857142857142857,0.012041884816753926,0.2918781725888325,0.6186335403726708,0.026073298429319373,0.631979695431472,0.13540372670807455,0.005706806282722513,0.1383248730964467,0.2993788819875776,0.012617801047120418,0.30583756345177665,19100.0
533,LINCOMYCIN,0.0,0.0,0.0,0.0,0.0,2570.0,742.0,919.0,17.0,737.0,1964.0,6445.0,48300.0,0.28871595330739297,0.01536231884057971,0.11512800620636152,0.3575875486381323,0.019026915113871636,0.1425911559348332,0.006614785992217899,0.00035196687370600414,0.0026377036462373934,0.2867704280155642,0.01525879917184265,0.1143522110162917,48300.0
